0,30:41.,1.47943E+18,640,480,center_camera,center/1479425441182877835.png,0,0,0,0,0,0
0,30:41.,1.47943E+18,640,480,center_camera,center/1479425441232704425.png,0,0,0,0,0,0
0,30:41.,1.47943E+18,640,480,center_camera,center/1479425441282730750.png,0,0,0,0,0,0
0,30:41.,1.47943E+18,640,480,center_camera,center/1479425441332806714.png,0,0,0,0,0,0
0,30:41.,1.47943E+18,640,480,center_camera,center/1479425441382790272.png,0,0,0,0,0,0
0,30:41.,1.47943E+18,640,480,center_camera,center/1479425441432724303.png,0,0,0,0,0,0
0,30:41.,1.47943E+18,640,480,center_camera,center/1479425441482746958.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441532802506.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441582725165.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441632720892.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441682732948.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441732800574.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441782737331.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441832816004.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441882830087.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441932849879.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425441982783223.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425442032874172.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425442082758552.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425442132852121.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425442182761838.png,0,0,0,0,0,0
0,30:42.,1.47943E+18,640,480,center_camera,center/1479425442232828524.png,0,0,0,0,0,0
